C4H10,i-Butane (iso-Butane),71.7910000000000,0.4847200000000,-0.0020519000000,0.0000040634000,0,115,367,141.61
CH4,Methane,-0.0180000000000,1.1982000000000,-0.0098722000000,0.0000316700000,0,92,172,-
CH3OH,Methanol,40.1520000000000,0.3104600000000,-0.0010291000000,0.0000014598000,0,176,461,79.93
CH3Br,Methyl bromide,25.0420000000000,0.4931200000000,-0.0017627000000,0.0000025993000,0,181,420,85.16
CH3Cl,Methyl chloride,11.3810000000000,0.6232800000000,-0.0024353000000,0.0000038333000,0,176,375,82.33
C6H12O,Methyl isobutyl ketone,96.1840000000000,0.8522700000000,-0.0025379000000,0.0000033066000,0,190,514,212.42
CH5N,Methylamine,13.5650000000000,0.9083600000000,-0.0034881000000,0.0000052770000,0,181,3887,114.19
C8H10,m-Xylene,70.9160000000000,0.8045000000000,-0.0021885000000,0.0000025061000,0,226,555,182.66
C10H8,Naphthalene,-30.8420000000000,1.5362000000000,-0.0032492000000,0.0000026568000,0,354,674,-
C4H10,n-Butane,62.8730000000000,0.5891300000000,-0.0023588000000,0.0000042257000,0,136,383,140.84
C10H22,n-Decane,79.7410000000000,1.6926000000000,-0.0045287000000,0.0000049769000,0,244,557,313.73
C7H16,n-Heptane,101.1210000000000,0.9773900000000,-0.0030712000000,0.0000041844000,0,184,486,230.42
C6H14,n-Hexane,78.8480000000000,0.8872900000000,-0.0029482000000,0.0000041999000,0,179,457,192.63
C6H5NO2,Nitrobenzene,51.7730000000000,0.9127700000000,-0.0021098000000,0.0000020093000,0,280,647,189.62
N2,Nitrogen,76.4520000000000,-0.3522600000000,-0.0026690000000,0.0000500570000,0,64,120,-
C9H20,n-Nonane,98.0400000000000,1.3538000000000,-0.0038058000000,0.0000044991000,0,221,536,282.6
C8H18,n-Octane,82.7360000000000,1.3043000000000,-0.0038254000000,0.0000046459000,0,217,512,254.71
C5H12,n-Pentane,80.6410000000000,0.6219500000000,-0.0022682000000,0.0000037423000,0,144,423,163.64
O2,Oxygen,46.4320000000000,0.3950600000000,-0.0070522000000,0.0000398970000,0,54,147,-
C8H10,o-Xylene,56.4600000000000,0.9492600000000,-0.0024902000000,0.0000026838000,0,249,567,189.25
C6H6O,Phenol,38.6220000000000,1.0983000000000,-0.0024897000000,0.0000022802000,0,315,625,-
C8H10,p-Xylene,-11.0350000000000,1.5158000000000,-0.0039039000000,0.0000039193000,0,287,555,197.75
C5H5N,Pyridine,37.1500000000000,0.6949700000000,-0.0018749000000,0.0000021188000,0,233,558,133.85
C8H8,Styrene,66.7370000000000,0.8405100000000,-0.0021615000000,0.0000023324000,0,244,583,187
SO2,Sulfur dioxide,203.4450000000000,-1.0537000000000,0.0026113000000,-0.0000010697000,0,198,409,93.06
C7H8,Toluene,83.7030000000000,0.5166600000000,-0.0014910000000,0.0000019725000,0,179,533,157.49
C4H6O2,Vinyl acetate,63.9100000000000,0.7065600000000,-0.0022832000000,0.0000031788000,0,181,472,155.86
H2O,Water,92.0530000000000,-0.0399530000000,-0.0002110300000,0.0000005346900,0,273,615,75.55
